transaction_id,account_id,timestamp,amount,type,is_fraud_flag
TXN000356,ACC3370,2024-01-01T11:58:00,977.4,WITHDRAWAL,0
TXN000357,ACC3858,2024-01-01T11:58:30,388.5,TRANSFER,0
TXN000358,ACC1422,2024-01-01T11:59:00,540.96,WITHDRAWAL,0
TXN000359,ACC4898,2024-01-01T11:59:30,7.49,DEPOSIT,0
TXN000360,ACC5347,2024-01-01T12:00:00,7.95,TRANSFER,0
TXN000361,ACC7897,2024-01-01T12:00:30,67.77,TRANSFER,0
TXN000362,ACC8802,2024-01-01T12:01:00,684.55,PAYMENT,0
TXN000363,ACC9408,2024-01-01T12:01:30,752.58,TRANSFER,0
TXN000364,ACC4629,2024-01-01T12:02:00,300.74,TRANSFER,0
TXN000365,ACC9543,2024-01-01T12:02:30,649.59,DEPOSIT,0
TXN000366,ACC1510,2024-01-01T12:03:00,306.28,TRANSFER,0
TXN000367,ACC7580,2024-01-01T12:03:30,3280.93,PAYMENT,0
TXN000368,ACC9032,2024-01-01T12:04:00,579.34,PAYMENT,0
TXN000369,ACC2323,2024-01-01T12:04:30,38.17,DEPOSIT,0
TXN000370,ACC2076,2024-01-01T12:05:00,468.63,WITHDRAWAL,0
TXN000371,ACC9984,2024-01-01T12:05:30,160.8,DEPOSIT,0
TXN000372,ACC9692,2024-01-01T12:06:00,239.75,DEPOSIT,0
TXN000373,ACC8048,2024-01-01T12:06:30,302.31,TRANSFER,0
TXN000374,ACC2874,2024-01-01T12:07:00,787.75,WITHDRAWAL,0
TXN000375,ACC4743,2024-01-01T12:07:30,281.12,PAYMENT,0
TXN000376,ACC8430,2024-01-01T12:08:00,206.95,PAYMENT,0
TXN000377,ACC2557,2024-01-01T12:08:30,268.92,DEPOSIT,0
TXN000378,ACC5176,2024-01-01T12:09:00,278.23,DEPOSIT,0
TXN000379,ACC8770,2024-01-01T12:09:30,1535.15,TRANSFER,0
TXN000380,ACC2398,2024-01-01T12:10:00,47.83,TRANSFER,0
TXN000381,ACC7105,2024-01-01T12:10:30,282.71,WITHDRAWAL,0
TXN000382,ACC6400,2024-01-01T12:11:00,406.38,TRANSFER,0
TXN000383,ACC7929,2024-01-01T12:11:30,264.5,TRANSFER,0
TXN000384,ACC6119,2024-01-01T12:12:00,1727.28,DEPOSIT,0
TXN000385,ACC9313,2024-01-01T12:12:30,54.68,WITHDRAWAL,0
TXN000386,ACC8900,2024-01-01T12:13:00,84.05,WITHDRAWAL,0
TXN000387,ACC6736,2024-01-01T12:13:30,939.56,DEPOSIT,0
TXN000388,ACC5564,2024-01-01T12:14:00,61.02,WITHDRAWAL,0
TXN000389,ACC1430,2024-01-01T12:14:30,823.11,DEPOSIT,0
TXN000390,ACC5477,2024-01-01T12:15:00,14.69,DEPOSIT,0
TXN000391,ACC6751,2024-01-01T12:15:30,1272.57,TRANSFER,0
TXN000392,ACC3347,2024-01-01T12:16:00,100.08,PAYMENT,0
TXN000393,ACC1502,2024-01-01T12:16:30,36.06,TRANSFER,0
TXN000394,ACC4524,2024-01-01T12:17:00,685.43,PAYMENT,0
TXN000395,ACC6585,2024-01-01T12:17:30,272.22,WITHDRAWAL,0
TXN000396,ACC6314,2024-01-01T12:18:00,231.06,TRANSFER,0
TXN000397,ACC3549,2024-01-01T12:18:30,1074.26,WITHDRAWAL,0
TXN000398,ACC1815,2024-01-01T12:19:00,702.1,TRANSFER,0
TXN000399,ACC7947,2024-01-01T12:19:30,158.8,PAYMENT,0
TXN000400,ACC7785,2024-01-01T12:20:00,467.07,DEPOSIT,0
TXN000401,ACC9394,2024-01-01T12:20:30,121.4,TRANSFER,0
TXN000402,ACC2816,2024-01-01T12:21:00,211.69,DEPOSIT,0
TXN000403,ACC8972,2024-01-01T12:21:30,566.94,DEPOSIT,0
TXN000404,ACC7475,2024-01-01T12:22:00,23.24,TRANSFER,0
TXN000405,ACC5938,2024-01-01T12:22:30,3.86,WITHDRAWAL,0
TXN000406,ACC5186,2024-01-01T12:23:00,729.11,DEPOSIT,0
TXN000407,ACC1126,2024-01-01T12:23:30,198.84,PAYMENT,0
TXN000408,ACC3878,2024-01-01T12:24:00,687.21,WITHDRAWAL,0
TXN000409,ACC4770,2024-01-01T12:24:30,239.19,DEPOSIT,0
TXN000410,ACC1693,2024-01-01T12:25:00,37.4,PAYMENT,0
TXN000411,ACC2275,2024-01-01T12:25:30,9.46,DEPOSIT,0
TXN000412,ACC7626,2024-01-01T12:26:00,428.73,PAYMENT,0
TXN000413,ACC7636,2024-01-01T12:26:30,170.9,TRANSFER,0
TXN000414,ACC3815,2024-01-01T12:27:00,1693.64,PAYMENT,0
TXN000415,ACC6928,2024-01-01T12:27:30,891.97,TRANSFER,0
TXN000416,ACC2734,2024-01-01T12:28:00,286.98,WITHDRAWAL,0
TXN000417,ACC7560,2024-01-01T12:28:30,286.06,TRANSFER,0
TXN000418,ACC6083,2024-01-01T12:29:00,251.9,DEPOSIT,0
TXN000419,ACC3754,2024-01-01T12:29:30,125.24,TRANSFER,0
TXN000420,ACC2868,2024-01-01T12:30:00,357.17,WITHDRAWAL,0
TXN000421,ACC6724,2024-01-01T12:30:30,1181.82,DEPOSIT,0
TXN000422,ACC3419,2024-01-01T12:31:00,649.84,WITHDRAWAL,0
TXN000423,ACC5193,2024-01-01T12:31:30,54.24,WITHDRAWAL,0
TXN000424,ACC3504,2024-01-01T12:32:00,95.28,TRANSFER,0
TXN000425,ACC9095,2024-01-01T12:32:30,97.49,PAYMENT,0
TXN000426,ACC8354,2024-01-01T12:33:00,702.12,DEPOSIT,0
TXN000427,ACC6179,2024-01-01T12:33:30,998.46,WITHDRAWAL,0
TXN000428,ACC8682,2024-01-01T12:34:00,289.7,PAYMENT,0
TXN000429,ACC5500,2024-01-01T12:34:30,499.0,TRANSFER,0
TXN000430,ACC2215,2024-01-01T12:35:00,216.89,DEPOSIT,0
TXN000431,ACC1616,2024-01-01T12:35:30,309.71,TRANSFER,0
TXN000432,ACC5703,2024-01-01T12:36:00,230.02,TRANSFER,0
TXN000433,ACC2479,2024-01-01T12:36:30,517.35,PAYMENT,0
TXN000434,ACC1672,2024-01-01T12:37:00,310.61,PAYMENT,0
TXN000435,ACC4084,2024-01-01T12:37:30,1198.72,DEPOSIT,0
TXN000436,ACC9214,2024-01-01T12:38:00,464.44,WITHDRAWAL,0
TXN000437,ACC8381,2024-01-01T12:38:30,1581.75,TRANSFER,0
TXN000438,ACC6626,2024-01-01T12:39:00,832.92,TRANSFER,0
TXN000439,ACC3827,2024-01-01T12:39:30,351.14,TRANSFER,0
TXN000440,ACC8172,2024-01-01T12:40:00,142.34,PAYMENT,0
TXN000441,ACC3600,2024-01-01T12:40:30,371.24,DEPOSIT,0
TXN000442,ACC5634,2024-01-01T12:41:00,233.29,PAYMENT,0
TXN000443,ACC6543,2024-01-01T12:41:30,262.77,TRANSFER,0
TXN000444,ACC6482,2024-01-01T12:42:00,778.49,TRANSFER,0
TXN000445,ACC7333,2024-01-01T12:42:30,200.01,DEPOSIT,0
TXN000446,ACC3463,2024-01-01T12:43:00,145.17,DEPOSIT,0
TXN000447,ACC3317,2024-01-01T12:43:30,42.51,DEPOSIT,0
TXN000448,ACC7421,2024-01-01T12:44:00,185.7,WITHDRAWAL,0
TXN000449,ACC2388,2024-01-01T12:44:30,451.99,DEPOSIT,0
TXN000450,ACC6381,2024-01-01T12:45:00,409.27,WITHDRAWAL,0
TXN000451,ACC9624,2024-01-01T12:45:30,554.51,TRANSFER,0
TXN000452,ACC7937,2024-01-01T12:46:00,519.26,DEPOSIT,0
TXN000453,ACC6060,2024-01-01T12:46:30,9.2,WITHDRAWAL,0
TXN000454,ACC6598,2024-01-01T12:47:00,1509.7,PAYMENT,0
TXN000455,ACC3253,2024-01-01T12:47:30,106.6,WITHDRAWAL,0
TXN000456,ACC2657,2024-01-01T12:48:00,40.15,TRANSFER,0
TXN000457,ACC3147,2024-01-01T12:48:30,542.25,PAYMENT,0
TXN000458,ACC3962,2024-01-01T12:49:00,83.77,WITHDRAWAL,0
TXN000459,ACC1715,2024-01-01T12:49:30,638.6,PAYMENT,0
TXN000460,ACC4891,2024-01-01T12:50:00,226.51,PAYMENT,0
TXN000461,ACC8355,2024-01-01T12:50:30,471.57,WITHDRAWAL,0
TXN000462,ACC6070,2024-01-01T12:51:00,381.8,PAYMENT,0
TXN000463,ACC4178,2024-01-01T12:51:30,1171.57,DEPOSIT,0
TXN000464,ACC8218,2024-01-01T12:52:00,567.08,PAYMENT,0
TXN000465,ACC7256,2024-01-01T12:52:30,733.62,PAYMENT,0
TXN000466,ACC4271,2024-01-01T12:53:00,1694.66,WITHDRAWAL,0
TXN000467,ACC1854,2024-01-01T12:53:30,1031.79,PAYMENT,0
TXN000468,ACC2680,2024-01-01T12:54:00,1036.2,TRANSFER,0
TXN000469,ACC3626,2024-01-01T12:54:30,167.78,DEPOSIT,0
TXN000470,ACC9410,2024-01-01T12:55:00,298.3,WITHDRAWAL,0
TXN000471,ACC2502,2024-01-01T12:55:30,889.07,WITHDRAWAL,0
TXN000472,ACC6727,2024-01-01T12:56:00,848.32,TRANSFER,0
TXN000473,ACC7495,2024-01-01T12:56:30,267.98,DEPOSIT,0
TXN000474,ACC2337,2024-01-01T12:57:00,134.45,DEPOSIT,0
TXN000475,ACC6221,2024-01-01T12:57:30,127.15,TRANSFER,0
TXN000476,ACC6493,2024-01-01T12:58:00,913.72,WITHDRAWAL,0
TXN000477,ACC5700,2024-01-01T12:58:30,74.02,PAYMENT,0
TXN000478,ACC3273,2024-01-01T12:59:00,595.48,PAYMENT,0
TXN000479,ACC1086,2024-01-01T12:59:30,297.65,TRANSFER,0
TXN000480,ACC4533,2024-01-01T13:00:00,9.59,WITHDRAWAL,0
TXN000481,ACC9647,2024-01-01T13:00:30,397.93,PAYMENT,0
TXN000482,ACC5720,2024-01-01T13:01:00,58.93,WITHDRAWAL,0
TXN000483,ACC1782,2024-01-01T13:01:30,179.16,WITHDRAWAL,0
TXN000484,ACC8489,2024-01-01T13:02:00,272.21,TRANSFER,0
TXN000485,ACC9189,2024-01-01T13:02:30,58.75,TRANSFER,0
TXN000486,ACC4963,2024-01-01T13:03:00,499.77,WITHDRAWAL,0
TXN000487,ACC1025,2024-01-01T13:03:30,172.14,DEPOSIT,0
TXN000488,ACC7825,2024-01-01T13:04:00,137.59,WITHDRAWAL,0
TXN000489,ACC2402,2024-01-01T13:04:30,545.87,DEPOSIT,0
TXN000490,ACC9618,2024-01-01T13:05:00,35.04,TRANSFER,0
TXN000491,ACC8702,2024-01-01T13:05:30,247.52,TRANSFER,0
TXN000492,ACC7116,2024-01-01T13:06:00,504.85,DEPOSIT,0
TXN000493,ACC6850,2024-01-01T13:06:30,687.81,TRANSFER,0
TXN000494,ACC2698,2024-01-01T13:07:00,211.41,DEPOSIT,0
TXN000495,ACC6772,2024-01-01T13:07:30,71.59,DEPOSIT,0
TXN000496,ACC3868,2024-01-01T13:08:00,839.69,PAYMENT,0
TXN000497,ACC8840,2024-01-01T13:08:30,1976.92,WITHDRAWAL,0
TXN000498,ACC2033,2024-01-01T13:09:00,834.32,PAYMENT,0
TXN000499,ACC4302,2024-01-01T13:09:30,18.84,TRANSFER,0
TXN000500,ACC1686,2024-01-01T13:10:00,782.97,DEPOSIT,0
TXN000501,ACC9444,2024-01-01T13:10:30,1354.31,PAYMENT,0
TXN000502,ACC9897,2024-01-01T13:11:00,2260.54,PAYMENT,0
TXN000503,ACC4131,2024-01-01T13:11:30,146.06,DEPOSIT,0
TXN000504,ACC1783,2024-01-01T13:12:00,220.79,DEPOSIT,0
TXN000505,ACC7029,2024-01-01T13:12:30,159.56,PAYMENT,0
TXN000506,ACC8204,2024-01-01T13:13:00,1101.31,PAYMENT,0
TXN000507,ACC4060,2024-01-01T13:13:30,207.03,PAYMENT,0
TXN000508,ACC7018,2024-01-01T13:14:00,588.94,DEPOSIT,0
TXN000509,ACC7955,2024-01-01T13:14:30,807.6,TRANSFER,0
TXN000510,ACC3956,2024-01-01T13:15:00,281.59,DEPOSIT,0
TXN000511,ACC2311,2024-01-01T13:15:30,193.72,DEPOSIT,0
TXN000512,ACC6021,2024-01-01T13:16:00,540.76,PAYMENT,0
TXN000513,ACC7981,2024-01-01T13:16:30,461.43,WITHDRAWAL,0
TXN000514,ACC6759,2024-01-01T13:17:00,585.21,PAYMENT,0
TXN000515,ACC6776,2024-01-01T13:17:30,21.64,PAYMENT,0
TXN000516,ACC1939,2024-01-01T13:18:00,160.49,TRANSFER,0
TXN000517,ACC7655,2024-01-01T13:18:30,556.13,DEPOSIT,0
TXN000518,ACC3621,2024-01-01T13:19:00,359.83,TRANSFER,0
TXN000519,ACC8179,2024-01-01T13:19:30,77.03,TRANSFER,0
TXN000520,ACC4866,2024-01-01T13:20:00,67.47,DEPOSIT,0
TXN000521,ACC1530,2024-01-01T13:20:30,224.83,WITHDRAWAL,0
TXN000522,ACC7077,2024-01-01T13:21:00,568.25,DEPOSIT,0
TXN000523,ACC2259,2024-01-01T13:21:30,293.44,WITHDRAWAL,0
TXN000524,ACC7521,2024-01-01T13:22:00,376.94,DEPOSIT,0
TXN000525,ACC5089,2024-01-01T13:22:30,524.28,TRANSFER,0
TXN000526,ACC4048,2024-01-01T13:23:00,13.13,PAYMENT,0
TXN000527,ACC2929,2024-01-01T13:23:30,364.64,DEPOSIT,0
TXN000528,ACC8311,2024-01-01T13:24:00,745.75,WITHDRAWAL,0
TXN000529,ACC5678,2024-01-01T13:24:30,2808.59,PAYMENT,0
TXN000530,ACC3223,2024-01-01T13:25:00,111.68,TRANSFER,0
TXN000531,ACC8292,2024-01-01T13:25:30,300.78,TRANSFER,0
TXN000532,ACC6236,2024-01-01T13:26:00,831.72,DEPOSIT,0
TXN000533,ACC9882,2024-01-01T13:26:30,618.15,DEPOSIT,0
TXN000534,ACC3580,2024-01-01T13:27:00,1109.73,WITHDRAWAL,0
TXN000535,ACC9335,2024-01-01T13:27:30,789.2,WITHDRAWAL,0
TXN000536,ACC4292,2024-01-01T13:28:00,64.69,WITHDRAWAL,0
TXN000537,ACC9094,2024-01-01T13:28:30,135.08,TRANSFER,0
TXN000538,ACC7044,2024-01-01T13:29:00,223.84,PAYMENT,0
TXN000539,ACC3126,2024-01-01T13:29:30,813.96,TRANSFER,0
TXN000540,ACC7523,2024-01-01T13:30:00,34.0,PAYMENT,0
TXN000541,ACC7708,2024-01-01T13:30:30,372.95,TRANSFER,0
TXN000542,ACC6194,2024-01-01T13:31:00,66.95,TRANSFER,0
TXN000543,ACC9476,2024-01-01T13:31:30,298.9,DEPOSIT,0
TXN000544,ACC3981,2024-01-01T13:32:00,68.67,WITHDRAWAL,0
TXN000545,ACC1907,2024-01-01T13:32:30,283.36,TRANSFER,0
TXN000546,ACC5982,2024-01-01T13:33:00,365.01,WITHDRAWAL,0
TXN000547,ACC4694,2024-01-01T13:33:30,88.35,DEPOSIT,0
TXN000548,ACC9501,2024-01-01T13:34:00,1473.31,DEPOSIT,0
TXN000549,ACC5105,2024-01-01T13:34:30,935.19,WITHDRAWAL,0
TXN000550,ACC5496,2024-01-01T13:35:00,504.01,WITHDRAWAL,0
TXN000551,ACC9740,2024-01-01T13:35:30,490.44,TRANSFER,0
TXN000552,ACC3762,2024-01-01T13:36:00,349.15,WITHDRAWAL,0
TXN000553,ACC6531,2024-01-01T13:36:30,93.89,TRANSFER,0
TXN000554,ACC1464,2024-01-01T13:37:00,872.16,TRANSFER,0
TXN000555,ACC5336,2024-01-01T13:37:30,23.26,WITHDRAWAL,0
TXN000556,ACC7825,2024-01-01T13:38:00,728.27,TRANSFER,0
TXN000557,ACC9938,2024-01-01T13:38:30,344.62,DEPOSIT,0
TXN000558,ACC5949,2024-01-01T13:39:00,513.48,PAYMENT,0
TXN000559,ACC7653,2024-01-01T13:39:30,140.44,DEPOSIT,0
TXN000560,ACC1981,2024-01-01T13:40:00,302.15,WITHDRAWAL,0
TXN000561,ACC8933,2024-01-01T13:40:30,289.56,PAYMENT,0
TXN000562,ACC3353,2024-01-01T13:41:00,114.09,DEPOSIT,0
TXN000563,ACC6231,2024-01-01T13:41:30,988.39,DEPOSIT,0
TXN000564,ACC3142,2024-01-01T13:42:00,1851.98,DEPOSIT,0
TXN000565,ACC2739,2024-01-01T13:42:30,361.78,DEPOSIT,0
TXN000566,ACC3007,2024-01-01T13:43:00,138.36,DEPOSIT,0
TXN000567,ACC3308,2024-01-01T13:43:30,298.55,TRANSFER,0
TXN000568,ACC7293,2024-01-01T13:44:00,25.97,PAYMENT,0
TXN000569,ACC3616,2024-01-01T13:44:30,142.69,DEPOSIT,0
TXN000570,ACC6123,2024-01-01T13:45:00,1357.17,WITHDRAWAL,0
TXN000571,ACC9163,2024-01-01T13:45:30,720.1,PAYMENT,0
TXN000572,ACC6055,2024-01-01T13:46:00,345.33,PAYMENT,0
TXN000573,ACC7442,2024-01-01T13:46:30,11.72,PAYMENT,0
TXN000574,ACC4524,2024-01-01T13:47:00,1700.9,DEPOSIT,0
TXN000575,ACC5609,2024-01-01T13:47:30,24.94,PAYMENT,0
TXN000576,ACC8710,2024-01-01T13:48:00,455.05,DEPOSIT,0
TXN000577,ACC2761,2024-01-01T13:48:30,384.68,PAYMENT,0
TXN000578,ACC5333,2024-01-01T13:49:00,71.9,DEPOSIT,0
TXN000579,ACC6995,2024-01-01T13:49:30,721.66,TRANSFER,0
TXN000580,ACC4189,2024-01-01T13:50:00,255.9,DEPOSIT,0
TXN000581,ACC2204,2024-01-01T13:50:30,402.85,PAYMENT,0
TXN000582,ACC5582,2024-01-01T13:51:00,350.85,TRANSFER,0
TXN000583,ACC2584,2024-01-01T13:51:30,68.86,PAYMENT,0
TXN000584,ACC6555,2024-01-01T13:52:00,233.56,DEPOSIT,0
TXN000585,ACC4261,2024-01-01T13:52:30,703.18,PAYMENT,0
TXN000586,ACC1742,2024-01-01T13:53:00,346.65,TRANSFER,0
TXN000587,ACC6456,2024-01-01T13:53:30,73.69,PAYMENT,0
TXN000588,ACC3440,2024-01-01T13:54:00,366.29,WITHDRAWAL,0
TXN000589,ACC6218,2024-01-01T13:54:30,198.72,WITHDRAWAL,0
TXN000590,ACC5902,2024-01-01T13:55:00,249.58,DEPOSIT,0
TXN000591,ACC9351,2024-01-01T13:55:30,353.94,PAYMENT,0
TXN000592,ACC5911,2024-01-01T13:56:00,616.77,PAYMENT,0
TXN000593,ACC7035,2024-01-01T13:56:30,845.73,DEPOSIT,0
TXN000594,ACC7824,2024-01-01T13:57:00,560.13,DEPOSIT,0
TXN000595,ACC1436,2024-01-01T13:57:30,796.67,PAYMENT,0
TXN000596,ACC4728,2024-01-01T13:58:00,154.3,TRANSFER,0
TXN000597,ACC3793,2024-01-01T13:58:30,437.96,PAYMENT,0
TXN000598,ACC4968,2024-01-01T13:59:00,79.95,TRANSFER,0
TXN000599,ACC2800,2024-01-01T13:59:30,424.98,WITHDRAWAL,0
TXN000600,ACC6139,2024-01-01T14:00:00,9.56,PAYMENT,0
TXN000601,ACC4340,2024-01-01T14:00:30,82.1,PAYMENT,0
TXN000602,ACC8726,2024-01-01T14:01:00,348.4,TRANSFER,0
TXN000603,ACC9498,2024-01-01T14:01:30,611.71,WITHDRAWAL,0
TXN000604,ACC8837,2024-01-01T14:02:00,411.5,PAYMENT,0
TXN000605,ACC3837,2024-01-01T14:02:30,188.26,PAYMENT,0
TXN000606,ACC6608,2024-01-01T14:03:00,1215.92,DEPOSIT,0
TXN000607,ACC5331,2024-01-01T14:03:30,563.3,PAYMENT,0
TXN000608,ACC5038,2024-01-01T14:04:00,106.76,DEPOSIT,0
TXN000609,ACC4684,2024-01-01T14:04:30,408.32,DEPOSIT,0
TXN000610,ACC4396,2024-01-01T14:05:00,737.4,PAYMENT,0
TXN000611,ACC6714,2024-01-01T14:05:30,190.66,DEPOSIT,0
TXN000612,ACC9899,2024-01-01T14:06:00,169.69,PAYMENT,0
TXN000613,ACC7464,2024-01-01T14:06:30,1130.53,DEPOSIT,0
TXN000614,ACC3399,2024-01-01T14:07:00,1546.22,DEPOSIT,0
TXN000615,ACC2294,2024-01-01T14:07:30,21.49,DEPOSIT,0
TXN000616,ACC5201,2024-01-01T14:08:00,1288.57,PAYMENT,0
TXN000617,ACC9824,2024-01-01T14:08:30,120.39,DEPOSIT,0
TXN000618,ACC5450,2024-01-01T14:09:00,1351.71,WITHDRAWAL,0
TXN000619,ACC4920,2024-01-01T14:09:30,57.83,WITHDRAWAL,0
TXN000620,ACC9700,2024-01-01T14:10:00,26.05,WITHDRAWAL,0
TXN000621,ACC1860,2024-01-01T14:10:30,507.98,TRANSFER,0
TXN000622,ACC8739,2024-01-01T14:11:00,266.62,TRANSFER,0
TXN000623,ACC3252,2024-01-01T14:11:30,571.58,TRANSFER,0
TXN000624,ACC3587,2024-01-01T14:12:00,1669.38,PAYMENT,0
TXN000625,ACC8793,2024-01-01T14:12:30,529.06,PAYMENT,0
TXN000626,ACC5706,2024-01-01T14:13:00,525.68,DEPOSIT,0
TXN000627,ACC1969,2024-01-01T14:13:30,168.03,TRANSFER,0
TXN000628,ACC4804,2024-01-01T14:14:00,528.21,TRANSFER,0
TXN000629,ACC3868,2024-01-01T14:14:30,1222.25,PAYMENT,0
TXN000630,ACC3880,2024-01-01T14:15:00,1069.57,TRANSFER,0
TXN000631,ACC7504,2024-01-01T14:15:30,2934.06,PAYMENT,0
TXN000632,ACC5742,2024-01-01T14:16:00,103.09,TRANSFER,0
TXN000633,ACC2758,2024-01-01T14:16:30,4.66,DEPOSIT,0
TXN000634,ACC9901,2024-01-01T14:17:00,167.43,PAYMENT,0
TXN000635,ACC3198,2024-01-01T14:17:30,1100.28,PAYMENT,0
TXN000636,ACC2845,2024-01-01T14:18:00,159.3,DEPOSIT,0
TXN000637,ACC8518,2024-01-01T14:18:30,88.66,DEPOSIT,0
TXN000638,ACC1230,2024-01-01T14:19:00,633.99,DEPOSIT,0
TXN000639,ACC4164,2024-01-01T14:19:30,782.15,WITHDRAWAL,0
TXN000640,ACC7643,2024-01-01T14:20:00,472.03,PAYMENT,0
TXN000641,ACC2421,2024-01-01T14:20:30,362.09,PAYMENT,0
TXN000642,ACC4027,2024-01-01T14:21:00,553.21,WITHDRAWAL,0
TXN000643,ACC5064,2024-01-01T14:21:30,324.52,TRANSFER,0
TXN000644,ACC4858,2024-01-01T14:22:00,151.08,PAYMENT,0
TXN000645,ACC6400,2024-01-01T14:22:30,700.72,DEPOSIT,0
TXN000646,ACC1187,2024-01-01T14:23:00,436.69,DEPOSIT,0
TXN000647,ACC4871,2024-01-01T14:23:30,530.2,TRANSFER,0
TXN000648,ACC8625,2024-01-01T14:24:00,550.99,DEPOSIT,0
TXN000649,ACC9233,2024-01-01T14:24:30,87.01,DEPOSIT,0
TXN000650,ACC5833,2024-01-01T14:25:00,586.06,DEPOSIT,0
TXN000651,ACC4590,2024-01-01T14:25:30,476.77,WITHDRAWAL,0
TXN000652,ACC8454,2024-01-01T14:26:00,325.22,DEPOSIT,0
TXN000653,ACC9998,2024-01-01T14:26:30,268.79,PAYMENT,0
TXN000654,ACC4578,2024-01-01T14:27:00,708.07,WITHDRAWAL,0
TXN000655,ACC2341,2024-01-01T14:27:30,570.25,PAYMENT,0
TXN000656,ACC6927,2024-01-01T14:28:00,375.57,TRANSFER,0
TXN000657,ACC2838,2024-01-01T14:28:30,1245.93,TRANSFER,0
TXN000658,ACC9281,2024-01-01T14:29:00,882.39,WITHDRAWAL,0
TXN000659,ACC3455,2024-01-01T14:29:30,425.14,WITHDRAWAL,0
TXN000660,ACC9525,2024-01-01T14:30:00,198.84,PAYMENT,0
TXN000661,ACC4365,2024-01-01T14:30:30,61.78,PAYMENT,0
TXN000662,ACC9361,2024-01-01T14:31:00,47.67,PAYMENT,0
TXN000663,ACC8429,2024-01-01T14:31:30,826.94,WITHDRAWAL,0
TXN000664,ACC8484,2024-01-01T14:32:00,360.0,TRANSFER,0
TXN000665,ACC6049,2024-01-01T14:32:30,409.13,TRANSFER,0
TXN000666,ACC1049,2024-01-01T14:33:00,252.05,WITHDRAWAL,0
TXN000667,ACC1742,2024-01-01T14:33:30,431.74,PAYMENT,0
TXN000668,ACC2044,2024-01-01T14:34:00,211.2,TRANSFER,0
TXN000669,ACC2130,2024-01-01T14:34:30,1363.49,PAYMENT,0
TXN000670,ACC7698,2024-01-01T14:35:00,16.12,WITHDRAWAL,0
TXN000671,ACC7887,2024-01-01T14:35:30,732.61,DEPOSIT,0
TXN000672,ACC7266,2024-01-01T14:36:00,2470.78,PAYMENT,0
TXN000673,ACC7184,2024-01-01T14:36:30,1018.65,PAYMENT,0
TXN000674,ACC9835,2024-01-01T14:37:00,41.83,WITHDRAWAL,0
TXN000675,ACC6697,2024-01-01T14:37:30,529.99,TRANSFER,0
TXN000676,ACC9802,2024-01-01T14:38:00,98.3,PAYMENT,0
TXN000677,ACC4648,2024-01-01T14:38:30,376.28,TRANSFER,0
TXN000678,ACC5888,2024-01-01T14:39:00,705.66,PAYMENT,0
TXN000679,ACC9920,2024-01-01T14:39:30,559.66,PAYMENT,0
TXN000680,ACC4762,2024-01-01T14:40:00,379.57,WITHDRAWAL,0
TXN000681,ACC3541,2024-01-01T14:40:30,308.67,DEPOSIT,0
TXN000682,ACC2848,2024-01-01T14:41:00,104.42,TRANSFER,0
TXN000683,ACC7868,2024-01-01T14:41:30,828.99,TRANSFER,0
TXN000684,ACC2102,2024-01-01T14:42:00,137.66,TRANSFER,0
TXN000685,ACC8314,2024-01-01T14:42:30,450.63,TRANSFER,0
TXN000686,ACC1724,2024-01-01T14:43:00,140.34,PAYMENT,0
TXN000687,ACC9843,2024-01-01T14:43:30,288.98,WITHDRAWAL,0
TXN000688,ACC1924,2024-01-01T14:44:00,702.0,WITHDRAWAL,0
TXN000689,ACC5739,2024-01-01T14:44:30,350.48,WITHDRAWAL,0
TXN000690,ACC6224,2024-01-01T14:45:00,845.83,DEPOSIT,0
TXN000691,ACC3347,2024-01-01T14:45:30,135.19,WITHDRAWAL,0
TXN000692,ACC5508,2024-01-01T14:46:00,266.84,TRANSFER,0
TXN000693,ACC3869,2024-01-01T14:46:30,406.77,PAYMENT,0
TXN000694,ACC1768,2024-01-01T14:47:00,405.8,DEPOSIT,0
TXN000695,ACC7244,2024-01-01T14:47:30,1420.1,DEPOSIT,0
TXN000696,ACC7688,2024-01-01T14:48:00,595.87,WITHDRAWAL,0
TXN000697,ACC4012,2024-01-01T14:48:30,178.26,PAYMENT,0
TXN000698,ACC4692,2024-01-01T14:49:00,137.86,DEPOSIT,0
TXN000699,ACC3365,2024-01-01T14:49:30,974.35,PAYMENT,0
TXN000700,ACC7761,2024-01-01T14:50:00,1231.03,PAYMENT,0
TXN000701,ACC3196,2024-01-01T14:50:30,407.42,PAYMENT,0
TXN000702,ACC4331,2024-01-01T14:51:00,139.1,DEPOSIT,0
TXN000703,ACC8369,2024-01-01T14:51:30,520.23,DEPOSIT,0
TXN000704,ACC4120,2024-01-01T14:52:00,48.51,TRANSFER,0
TXN000705,ACC1647,2024-01-01T14:52:30,156.3,TRANSFER,0
TXN000706,ACC4555,2024-01-01T14:53:00,104.23,PAYMENT,0
TXN000707,ACC6455,2024-01-01T14:53:30,117.16,DEPOSIT,0
TXN000708,ACC1251,2024-01-01T14:54:00,1573.51,WITHDRAWAL,0
TXN000709,ACC2922,2024-01-01T14:54:30,1383.58,PAYMENT,0
TXN000710,ACC4350,2024-01-01T14:55:00,1229.28,PAYMENT,0
TXN000711,ACC6269,2024-01-01T14:55:30,1233.3,DEPOSIT,0
TXN000712,ACC9743,2024-01-01T14:56:00,239.55,DEPOSIT,0
TXN000713,ACC6892,2024-01-01T14:56:30,184.39,PAYMENT,0
